,Engine_ID,Timestamp,Temperature,Pressure,Rotational_Speed,Engine_Health,Fuel_Consumption,Vibration_Level,Oil_Temperature,Altitude,Humidity,Maintenance_Needed,Engine_Failure
61,1,2021-02-01 18:30:00,541.8321882,124.532363,3014.195853,1.79421758,26.35904826,1.451532456,79.35817501,1214.632659,39.64107161,1,0
62,1,2021-02-02 7:00:00,483.926796,111.8877313,2863.544052,1.166140243,30.8707259,2.08226803,90.96922898,562.4108362,44.64330102,0,0
63,1,2021-02-02 19:30:00,520.9012535,126.3791228,2717.100747,1.499959708,22.42502647,2.658683879,65.61844375,965.6273175,52.55318888,1,0
64,1,2021-02-03 8:00:00,503.6280637,126.4537752,3291.690588,1.624034696,28.16384439,1.336571516,77.0329893,912.3910756,62.38873021,0,0
65,1,2021-02-03 20:30:00,487.5167864,122.0443285,2997.184889,1.399955943,24.78789331,1.723039885,70.59996433,1006.357294,43.57425369,0,0
66,1,2021-02-04 9:00:00,503.4201581,134.7510946,,1.462696037,41.92922242,1.830896312,88.54513755,829.8936192,50.88771648,0,0
67,1,2021-02-04 21:30:00,520.9633859,133.754778,2854.620342,1.67722975,27.43259964,3.043789984,87.7082711,676.5075676,36.91433865,0,0
68,1,2021-02-05 10:00:00,557.0659931,132.7127876,2929.411471,1.389046781,29.71976795,2.051314414,85.44442959,987.1090238,53.85667512,0,0
69,1,2021-02-05 22:30:00,514.2168779,123.3028317,3041.406838,1.833954003,25.07854661,2.041845507,76.65365376,776.0198492,34.24794433,0,0
70,1,2021-02-06 11:00:00,495.7358986,113.8495374,3077.834673,1.158640447,31.73316302,2.562629032,69.71046311,1147.299472,48.79935607,0,0
71,1,2021-02-06 23:30:00,519.2194982,125.9642045,3133.949301,2.130947836,26.68274869,2.08859685,79.04619205,950.2628465,52.34405318,1,0
72,1,2021-02-07 12:00:00,597.9253233,145.0592375,2896.714525,1.620849829,36.00875311,1.341564075,81.64538065,1084.992606,44.61913319,0,0
73,1,2021-02-08 0:30:00,500.8064644,,2985.304506,,37.54706972,2.010977216,73.76695247,890.6401004,40.51012796,0,0
74,1,2021-02-08 13:00:00,487.4515218,114.9196415,3036.86581,1.473595414,27.64307036,1.571643292,69.12960734,900.775988,43.79722144,1,0
75,1,2021-02-09 1:30:00,502.4119142,124.9800999,2584.259017,1.35585422,28.90750481,1.582038532,89.57631262,1073.754841,47.87329516,0,0
76,1,2021-02-09 14:00:00,629.1277047,148.8284043,3113.840442,1.873885478,29.79544963,1.68904692,78.63921864,653.5420038,56.20270611,0,0
77,1,2021-02-10 2:30:00,434.1121235,118.3714519,2968.541591,1.378873249,30.46823707,1.891771003,82.1721527,980.6905132,42.96829317,1,0
78,1,2021-02-10 15:00:00,517.4418827,128.3116707,2809.898443,1.230683605,35.23591714,2.615083487,78.41182652,1007.151789,53.50870607,0,0
79,1,2021-02-11 3:30:00,500.2995279,118.179215,3118.880422,1.467309103,29.79234866,1.819998539,91.2236442,952.2364019,45.73230154,1,0
80,1,2021-02-11 16:00:00,552.7654201,113.6729514,3156.606509,1.336958183,34.87145133,2.424203745,64.66219388,1038.706845,50.33271185,0,0
81,1,2021-02-12 4:30:00,507.9590012,112.8484413,2712.465975,1.61118574,34.95042538,1.774425278,94.72261732,889.5477912,21.57931815,0,0
82,1,2021-02-12 17:00:00,584.913272,131.505893,3330.564891,1.379318102,31.15163589,2.075481118,65.52173033,746.24676,61.13697637,0,0
83,1,2021-02-13 5:30:00,423.1270736,108.4910516,2922.827468,1.398616792,27.67211116,2.144387995,53.63354749,936.4904226,48.16783203,0,0
84,1,2021-02-13 18:00:00,,131.0714353,2972.399282,,37.2705328,2.199296458,70.91473688,1095.599744,49.26616695,1,0
85,1,2021-02-14 6:30:00,497.6049614,,2960.738354,,27.28055849,2.368864365,82.88548041,915.0958796,60.88378764,0,0
86,1,2021-02-14 19:00:00,505.9386523,118.7927612,2781.527099,1.71594235,28.45060498,2.591208877,76.83699254,841.1371425,35.9669235,0,0
87,1,2021-02-15 7:30:00,,101.5159352,3065.722969,,23.65365632,2.28173433,86.18327225,757.4639123,49.52281731,0,0
88,1,2021-02-15 20:00:00,617.5532665,133.0695022,3151.96194,1.79835076,33.1949006,1.683356591,84.21902011,742.6749406,60.41470649,0,0
89,1,2021-02-16 8:30:00,423.7274098,89.48697761,2732.173561,1.465869217,31.0527538,1.96977723,78.03240842,919.2835481,64.30461171,0,0
90,1,2021-02-16 21:00:00,506.8268594,119.5582359,2717.021954,1.597164933,30.12337088,0.5771708561,80.89489613,1144.209942,47.08225374,1,0
91,1,2021-02-17 9:30:00,497.7485161,122.8957989,2798.152284,1.636364577,35.89199885,1.930955426,73.0798693,1289.005411,60.09531274,1,0
92,1,2021-02-17 22:00:00,518.4346311,116.2290701,2806.204487,1.747562642,24.08246467,1.717638929,78.30173165,958.8775853,68.00084771,0,0
93,1,2021-02-18 10:30:00,537.7306557,,3114.090978,,27.69515486,2.616318395,79.68031181,1222.891339,37.24008531,0,1
94,1,2021-02-18 23:00:00,516.2026365,129.0862727,2955.230979,1.458942765,31.48404018,0.4764950467,80.96894864,1215.78393,55.41645197,0,0
95,1,2021-02-19 11:30:00,550.0989446,140.4199727,3001.01229,1.711915157,29.93138171,2.060794684,80.43774732,1124.102573,54.2361762,0,0
96,1,2021-02-20 0:00:00,550.9318893,120.3507866,2919.842166,1.42976117,29.78807007,1.451446843,76.72152822,1292.076272,49.04779354,0,0
97,1,2021-02-20 12:30:00,430.8710656,112.9862771,3106.604657,1.320726462,34.78192908,2.429815386,75.12989019,1124.677216,34.83245755,0,0
98,1,2021-02-21 1:00:00,499.2370164,98.3249991,2859.921348,1.62802253,30.08209327,1.771826378,83.62197054,1092.928923,49.7250872,0,0
99,1,2021-02-21 13:30:00,456.2066794,121.6898714,3103.188891,1.68633719,38.19877678,2.788847678,84.94116427,327.4792973,52.89597474,0,1
100,1,2021-02-22 2:00:00,541.7853608,145.7080894,3073.750576,1.7561451,30.55130691,1.716853837,93.15780415,538.0706687,67.02980644,0,0
101,1,2021-02-22 14:30:00,530.5402536,106.4360735,3224.508431,1.519694241,22.03383116,1.838019146,89.02436572,1073.727264,70.31737412,1,0
102,1,2021-02-23 3:00:00,504.7652216,,3021.318604,,29.15613328,1.671384082,93.91731396,1244.694812,39.8940579,1,0
103,1,2021-02-23 15:30:00,401.9118723,115.6760846,2672.375803,1.637387865,23.75940751,1.994117167,87.97445319,1058.916151,33.64669565,1,0
104,1,2021-02-24 4:00:00,489.953401,117.1755301,3036.872323,1.240391554,38.02599712,1.366024759,90.45077449,915.0726623,69.49948541,0,0
105,1,2021-02-24 16:30:00,479.231106,117.7792029,2948.439307,1.701042217,27.79638681,1.322504942,74.22202982,1153.789671,54.91574987,0,0
106,1,2021-02-25 5:00:00,657.5873409,146.0529917,3194.668269,2.153271317,28.36956387,1.92518443,73.76072528,1218.31671,53.31339614,0,0
107,1,2021-02-25 17:30:00,492.4119504,115.5686967,2733.51407,1.461335375,25.49776474,1.579528604,95.75016919,1000.485321,51.93540509,0,0
108,1,2021-02-26 6:00:00,492.6784222,114.214214,2852.082051,1.391296694,30.54958455,2.101631619,74.27033034,885.5040967,39.29040144,0,0
109,1,2021-02-26 18:30:00,534.3794258,126.6342341,2972.933985,1.482171099,34.09596833,1.460694734,73.85541574,1003.271429,47.50561196,0,0
110,1,2021-02-27 7:00:00,510.4832334,113.309035,3185.043047,1.443881802,31.27975955,1.33848599,82.71740495,1121.563916,52.06496781,0,0
111,1,2021-02-27 19:30:00,403.6987629,87.60542426,,1.421704091,35.32849253,2.554209529,74.71578819,1457.265674,51.54180616,0,0
112,1,2021-02-28 8:00:00,554.8352513,130.7060973,3023.74011,1.908025297,30.95896074,2.002104528,74.3494835,1072.61977,41.54499214,0,0
113,1,2021-02-28 20:30:00,,118.4326189,2656.379864,,29.53523963,2.045509835,82.52851534,1305.738209,27.09883945,1,0
114,1,2021-03-01 9:00:00,531.0120987,121.4911046,2864.372914,1.673740851,31.87181544,1.847696492,83.34484308,1129.723778,48.55451061,0,1
115,1,2021-03-01 21:30:00,501.7343463,141.4170409,3247.5771,1.783156333,27.78433161,2.362564153,91.51518492,1067.499377,59.90218498,0,0
116,1,2021-03-02 10:00:00,415.4051554,101.5347175,3322.575911,1.533781495,35.33943291,1.615679919,79.09141325,858.3774988,59.14174018,1,0
117,1,2021-03-02 22:30:00,543.2356282,108.487247,2813.097345,1.579579267,27.93593685,2.373956631,85.37387853,716.6263264,58.053691,1,0
118,1,2021-03-03 11:00:00,487.3271126,123.4310577,3155.479359,1.832980036,35.68162889,2.241428228,91.62578493,942.7376978,45.86123254,0,0
119,1,2021-03-03 23:30:00,444.8894608,108.037029,2877.359524,1.443211955,21.89636739,2.510733705,97.1135764,915.6506519,64.59302647,0,0
120,1,2021-03-04 12:00:00,538.2644007,137.6007417,3296.333419,1.880733421,30.98580939,1.621402276,89.57393979,716.3595727,33.44252094,0,0
121,1,2021-03-05 0:30:00,502.2219482,111.3881669,2967.350916,1.64840383,29.12366141,2.979474998,80.01586446,978.7625469,44.53663889,0,0
122,1,2021-03-05 13:00:00,441.8599672,110.6062073,3098.614861,1.768437242,30.17438747,1.631802068,71.69043465,841.5431364,51.12099819,1,0
123,1,2021-03-06 1:30:00,445.1805198,114.7889185,2994.375794,1.48671522,29.26110043,1.816772831,62.51577331,984.6843013,53.48416055,0,0
124,1,2021-03-06 14:00:00,447.6449752,106.9569828,3145.701494,1.317083388,18.99573511,2.596620689,83.41012387,1117.39325,42.23532782,1,0
125,1,2021-03-07 2:30:00,604.8022608,145.7721711,3255.081376,2.124320773,35.45350827,1.399874774,66.50847832,849.1667759,40.33199262,0,0
126,1,2021-03-07 15:00:00,518.6064525,135.1049403,3108.599836,1.765631,25.59914735,2.832146893,72.64809186,1044.68721,53.00218925,0,0
127,1,2021-03-08 3:30:00,493.857052,114.5608324,,1.510249563,30.45413913,1.921132972,83.57161312,954.2335352,46.17089211,0,0
128,1,2021-03-08 16:00:00,,122.1032858,3189.708123,,29.89620818,2.436481822,85.32320906,850.5285768,63.96286066,0,0
129,1,2021-03-09 4:30:00,473.1002562,100.1348736,3344.306139,1.515059401,24.33734601,2.924796476,95.23313136,1443.476214,40.73078759,1,0
130,1,2021-03-09 17:00:00,526.8836169,123.6802165,,1.669598788,31.20434265,2.385543145,75.91333318,1214.306691,59.91442442,0,0
131,1,2021-03-10 5:30:00,585.8046389,139.2328558,3213.080392,1.765730394,16.18644512,2.123244163,86.40663247,933.374289,50.49650205,1,0
132,1,2021-03-10 18:00:00,487.7062036,108.332291,2903.112654,1.617326749,29.48982894,2.263975518,76.32736606,932.9264817,70.86667013,0,0
133,1,2021-03-11 6:30:00,477.3522702,116.3394882,3022.057195,1.640866641,38.95975156,1.699914493,79.42279398,1147.473999,61.94930058,0,0
134,1,2021-03-11 19:00:00,397.2746086,100.6756774,2919.752832,1.367772984,21.50449526,2.130364761,74.17638637,1404.210902,48.49172303,1,0
135,1,2021-03-12 7:30:00,591.8711037,131.1952715,2781.019589,1.828292569,26.57709578,1.916165787,91.84323874,799.9477769,46.60916769,0,1
136,1,2021-03-12 20:00:00,,103.1369109,2925.235083,,26.95422973,1.962519096,81.02535394,796.7792377,45.0458119,0,0
137,1,2021-03-13 8:30:00,412.692856,87.75383865,3229.943705,1.247720073,25.63879186,2.01228179,89.12577073,1441.615734,56.38832327,0,0
138,1,2021-03-13 21:00:00,473.6061446,135.4124575,2872.978011,2.067564162,35.2117059,2.651627628,86.37287504,1090.310344,48.48509014,0,0
139,1,2021-03-14 9:30:00,528.5418789,132.2641452,3051.072332,1.582070282,33.42172067,2.704003846,80.16971799,1120.395916,46.04822517,1,0
140,1,2021-03-14 22:00:00,555.3512541,111.9603738,3135.551302,1.463518,30.97237217,1.733507878,70.84465453,1053.252151,59.55547481,0,0
141,1,2021-03-15 10:30:00,358.1794864,,3031.939613,,32.5376511,1.447623207,93.77970363,962.0025862,46.6061089,0,0
142,1,2021-03-15 23:00:00,524.8890405,108.7698544,3106.348236,1.390974006,37.35765968,1.465773181,73.60207878,1018.372893,55.85989347,1,0
143,1,2021-03-16 11:30:00,517.6795664,125.8923601,3232.154715,1.750197044,32.59223294,2.243799515,83.55582827,857.4966026,34.04055268,0,0
144,1,2021-03-17 0:00:00,395.5298154,117.7024999,3150.970285,1.431869617,25.15634217,2.45352841,77.36049053,938.3244743,39.39043644,0,0
145,1,2021-03-17 12:30:00,530.9805652,107.3193015,3070.581185,1.446485043,24.06866448,2.122774779,77.85321153,866.279558,56.01310239,1,0
146,1,2021-03-18 1:00:00,543.4456209,130.932719,2905.020699,1.552328971,21.02916594,1.940971554,85.7117754,1122.692003,51.95282506,0,0
147,1,2021-03-18 13:30:00,508.4873331,117.2007222,2985.248537,1.682940833,29.06613395,1.743409713,85.38849098,958.188363,31.96232672,0,0
148,1,2021-03-19 2:00:00,507.3523419,138.2303018,2666.710222,1.654038982,29.32443137,2.055579494,83.12722177,939.6488711,39.4722283,1,0
149,1,2021-03-19 14:30:00,524.4869278,100.551505,2881.336853,1.431945036,25.09820799,1.852747742,81.65090803,965.7899622,58.33009104,0,0
150,1,2021-03-20 3:00:00,503.1530697,127.0997204,2882.912986,1.543846285,29.40407566,0.7062659179,65.90616659,741.3262658,41.30006911,0,0
151,1,2021-03-20 15:30:00,538.9008983,131.4301167,2876.440662,1.780147418,36.79839622,2.031895654,75.5160484,797.6509201,51.96306644,0,0
152,1,2021-03-21 4:00:00,396.6756103,83.54209888,2997.231089,1.291550313,21.76256684,1.60652525,78.86351403,1132.658665,43.83085823,1,0
153,1,2021-03-21 16:30:00,,125.2854378,3076.703747,,39.21734683,1.919016659,65.92162504,1279.034696,51.54944896,0,0
154,1,2021-03-22 5:00:00,566.6563041,,2915.41977,,28.18588483,1.67242614,48.10631116,991.0151544,56.01652996,0,0
155,1,2021-03-22 17:30:00,494.3324956,105.2971962,2988.27071,1.219733128,25.49990846,1.78224,50.62008169,667.1411097,43.41905625,0,0
156,1,2021-03-23 6:00:00,519.6799082,116.4949084,3231.995231,1.533182169,34.6155829,1.693811825,73.40413949,937.8616935,40.43986075,0,0
157,1,2021-03-23 18:30:00,483.0831774,124.3782078,3303.418596,1.460574119,28.24778825,0.6674165448,78.29080505,1293.560691,59.80040878,1,0
158,1,2021-03-24 7:00:00,501.5745277,133.6873207,2895.316744,1.304941902,34.19637592,2.079908563,83.17775591,811.5691346,26.62158046,0,0
159,1,2021-03-24 19:30:00,535.5223113,132.1889375,,1.580273473,34.48446132,1.676052919,86.15165826,1333.055718,61.16029392,0,0
160,1,2021-03-25 8:00:00,424.3283207,101.8223688,,1.417263145,37.03733992,1.542958849,90.39962933,1018.414071,64.36984183,0,0
161,1,2021-03-25 20:30:00,456.7314035,105.1196601,2849.596873,1.237038993,27.3611668,1.729925994,78.34854341,914.8988153,43.79716064,0,0
162,1,2021-03-26 9:00:00,452.5432065,115.703397,3017.929426,1.391082458,30.57538512,2.0585512,78.06391002,861.130931,51.43570945,1,0
163,1,2021-03-26 21:30:00,456.0428893,121.2367495,3066.329251,1.510169717,28.18706682,3.555293553,76.84719252,1249.089865,53.57612221,0,0
164,1,2021-03-27 10:00:00,516.8676873,122.4563222,3063.395211,1.629265342,33.75816013,2.701642381,91.17079408,1117.695843,66.4309018,0,0
165,1,2021-03-27 22:30:00,571.511972,135.5269249,2908.912356,1.872277049,28.33082642,2.323209305,92.32124123,1370.355459,55.17408103,1,0
166,1,2021-03-28 11:00:00,457.8372614,124.263613,3081.288814,1.363199308,34.85500573,2.24863548,85.63876372,1055.528765,42.75600682,0,0
167,1,2021-03-28 23:30:00,473.780655,121.2315401,3157.888296,1.29579485,33.24226241,1.937451137,74.98777705,1152.363669,47.41114048,0,0
168,1,2021-03-29 12:00:00,493.7525253,136.5099388,3092.748999,1.807820755,29.36972605,2.208113973,72.25745971,662.6647091,73.65522539,1,0
169,1,2021-03-30 0:30:00,484.3782716,110.133575,2899.046206,1.682796619,27.0233698,1.686428167,80.60512128,709.878079,60.046752,1,0
170,1,2021-03-30 13:00:00,530.4935817,120.6075133,3107.44666,1.809966692,34.57688404,1.800189883,88.47493226,1120.173773,58.31167949,0,0
171,1,2021-03-31 1:30:00,,121.9300546,2775.561307,,24.35838514,2.122388936,84.44945345,682.662602,43.11624034,0,0
172,1,2021-03-31 14:00:00,538.2338356,132.1492817,3034.233027,1.950754554,29.76468973,1.813549826,65.26649663,1179.873827,39.97625308,0,0
173,1,2021-04-01 2:30:00,519.0460989,114.3703234,2831.155851,1.472029845,38.0367613,1.906206106,75.59739599,1222.034495,45.32497212,0,0
174,1,2021-04-01 15:00:00,514.099682,,2751.666679,,34.14556786,1.207137306,99.16463994,845.4608012,55.92746699,0,0
175,1,2021-04-02 3:30:00,542.7614469,135.0597158,3030.512124,1.598719197,26.44455174,2.315170679,90.0240829,782.6880237,41.02250728,1,0
176,1,2021-04-02 16:00:00,559.4122321,142.8012174,3157.330909,1.504583454,30.01711055,2.102799723,81.61101295,1174.121877,38.27572099,0,0
177,1,2021-04-03 4:30:00,448.2944296,109.9215896,2959.146279,1.835404093,30.30564078,1.774088236,81.77272659,976.3142582,44.82475719,1,0
178,1,2021-04-03 17:00:00,601.8536622,161.9612937,3126.18372,2.020507589,32.3437715,2.073801979,87.21126452,1183.614153,49.59087637,0,0
179,1,2021-04-04 5:30:00,457.096425,105.8728287,,1.555188859,33.91671772,3.019341484,87.31537524,1077.509973,50.60238744,0,0
180,1,2021-04-04 18:00:00,457.7555027,111.4560284,3128.309699,1.390111644,33.99703318,2.626318213,72.00623459,1052.681135,41.86023086,1,0
181,1,2021-04-05 6:30:00,,136.6707408,2909.822582,,26.79891907,2.079691487,90.83599793,1122.500656,55.49253496,0,0
182,1,2021-04-05 19:00:00,516.8035726,124.1046079,3038.314217,1.458849613,34.12458479,2.952938224,79.89768742,922.5799237,55.42906666,1,0
183,1,2021-04-06 7:30:00,500.4185813,113.6011249,,1.615907266,24.05919825,1.868416183,90.02102488,967.9473669,46.15175999,0,0
184,1,2021-04-06 20:00:00,492.8601165,115.5213171,3178.383487,1.288416459,28.99721862,2.913702148,82.91337918,921.2174504,54.83706384,0,0
185,1,2021-04-07 8:30:00,537.1495131,123.0311359,3083.935064,1.750908002,24.93805009,2.165682623,78.01521377,924.1241215,60.31580612,0,0
186,1,2021-04-07 21:00:00,460.5243325,120.9212654,2965.31372,1.391889758,37.71926734,2.692457484,70.23164755,1399.031123,50.85941835,1,0
187,1,2021-04-08 9:30:00,434.1274593,104.9284826,3278.208581,1.424086766,29.60299107,2.186607118,68.69385325,995.2223175,41.5547187,0,0
